id	length	gene	biotype	chr
ENSG00000204481	2164	PRAMEF14	protein_coding	chr1
ENSG00000204480	1440	PRAMEF19	protein_coding	chr1
ENSG00000204479	1578	PRAMEF17	protein_coding	chr1
ENSG00000204478	1502	PRAMEF20	protein_coding	chr1
ENSG00000162494	2168	LRRC38	protein_coding	chr1
ENSG00000259961	477	AL354712.1	lncRNA	chr1
ENSG00000215909	371	BRWD1P1	processed_pseudogene	chr1
ENSG00000162493	3104	PDPN	protein_coding	chr1
ENSG00000222952	101	RNA5SP41	rRNA_pseudogene	chr1
ENSG00000237445	379	AL359771.1	lncRNA	chr1
ENSG00000253085	130	AL359771.2	scaRNA	chr1
ENSG00000116731	7957	PRDM2	protein_coding	chr1
ENSG00000189337	6874	KAZN	protein_coding	chr1
ENSG00000252151	103	RNU6-1265P	snRNA	chr1
ENSG00000231606	1239	AL357873.1	lncRNA	chr1
ENSG00000234593	1404	KAZN-AS1	lncRNA	chr1
ENSG00000235829	326	TBCAP2	processed_pseudogene	chr1
ENSG00000287756	1453	AL031293.1	lncRNA	chr1
ENSG00000175147	7100	TMEM51-AS1	lncRNA	chr1
ENSG00000171729	1971	TMEM51	protein_coding	chr1
ENSG00000204464	441	C1orf195	lncRNA	chr1
ENSG00000215720	710	MFFP1	processed_pseudogene	chr1
ENSG00000278480	966	ZBTB2P1	processed_pseudogene	chr1
ENSG00000142621	5090	FHAD1	protein_coding	chr1
ENSG00000233485	3105	FHAD1-AS1	lncRNA	chr1
ENSG00000236045	727	AL031283.2	lncRNA	chr1
ENSG00000228140	5178	AL031283.1	lncRNA	chr1
ENSG00000142634	2422	EFHD2	protein_coding	chr1
ENSG00000162438	3482	CTRC	protein_coding	chr1
ENSG00000142615	916	CELA2A	protein_coding	chr1
ENSG00000215704	915	CELA2B	protein_coding	chr1
ENSG00000132906	4463	CASP9	protein_coding	chr1
ENSG00000116138	6299	DNAJC16	protein_coding	chr1
ENSG00000251866	140	SCARNA21B	scaRNA	chr1
ENSG00000272510	346	AL121992.3	lncRNA	chr1
ENSG00000116771	3095	AGMAT	protein_coding	chr1
ENSG00000237301	2845	AL121992.1	lncRNA	chr1
ENSG00000235084	447	CHCHD2P6	processed_pseudogene	chr1
ENSG00000252417	68	RNU7-179P	snRNA	chr1
ENSG00000236500	225	CD24P1	processed_pseudogene	chr1
ENSG00000197312	10667	DDI2	protein_coding	chr1
ENSG00000215695	1854	RSC1A1	protein_coding	chr1
ENSG00000271742	256	AL121992.2	lncRNA	chr1
ENSG00000116786	4134	PLEKHM2	protein_coding	chr1
ENSG00000237938	755	AL450998.2	lncRNA	chr1
ENSG00000162461	3129	SLC25A34	protein_coding	chr1
ENSG00000224459	639	SLC25A34-AS1	lncRNA	chr1
ENSG00000162460	1443	TMEM82	protein_coding	chr1
ENSG00000162458	3498	FBLIM1	protein_coding	chr1
ENSG00000224321	490	RPL12P14	processed_pseudogene	chr1
ENSG00000233954	2180	UQCRHL	protein_coding	chr1
ENSG00000178715	438	AL450998.1	processed_pseudogene	chr1
ENSG00000179743	2473	FLJ37453	lncRNA	chr1
ENSG00000065526	12385	SPEN	protein_coding	chr1
ENSG00000270620	211	AL034555.1	unprocessed_pseudogene	chr1
ENSG00000116809	2770	ZBTB17	protein_coding	chr1
ENSG00000234607	563	AL355994.4	processed_pseudogene	chr1
ENSG00000231353	260	AL355994.1	unprocessed_pseudogene	chr1
ENSG00000275503	236	AL355994.5	processed_pseudogene	chr1
ENSG00000224966	962	TBC1D3P6	unprocessed_pseudogene	chr1
ENSG00000183888	3039	SRARP	protein_coding	chr1
ENSG00000233078	466	AL355994.3	lncRNA	chr1
ENSG00000173641	2702	HSPB7	protein_coding	chr1
ENSG00000186510	3060	CLCNKA	protein_coding	chr1
ENSG00000232456	704	AL355994.2	unprocessed_pseudogene	chr1
ENSG00000184908	2562	CLCNKB	protein_coding	chr1
ENSG00000185519	1720	FAM131C	protein_coding	chr1
ENSG00000142627	3946	EPHA2	protein_coding	chr1
ENSG00000227959	904	AL451042.2	lncRNA	chr1
ENSG00000224621	544	AL451042.1	lncRNA	chr1
ENSG00000234166	439	ARHGEF19-AS1	lncRNA	chr1
ENSG00000142632	3322	ARHGEF19	protein_coding	chr1
ENSG00000237276	1720	ANO7L1	transcribed_unprocessed_pseudogene	chr1
ENSG00000288398	2662	AL109627.1	lncRNA	chr1
ENSG00000132881	1574	CPLANE2	protein_coding	chr1
ENSG00000233929	186	MT1XP1	processed_pseudogene	chr1
ENSG00000037637	6227	FBXO42	protein_coding	chr1
ENSG00000055070	3480	SZRD1	protein_coding	chr1
ENSG00000226457	381	RPL22P3	processed_pseudogene	chr1
ENSG00000187144	3619	SPATA21	protein_coding	chr1
ENSG00000157191	4619	NECAP2	protein_coding	chr1
ENSG00000226029	3245	LINC01772	lncRNA	chr1
ENSG00000080947	5368	CROCCP3	transcribed_unprocessed_pseudogene	chr1
ENSG00000206652	164	RNU1-1	snRNA	chr1
ENSG00000261135	1110	AL137802.2	lncRNA	chr1
ENSG00000285853	1558	AL137802.3	lncRNA	chr1
ENSG00000224174	327	AL137802.1	lncRNA	chr1
ENSG00000233421	1548	LINC01783	lncRNA	chr1
ENSG00000277344	144	RNU1-6P	snRNA	chr1
ENSG00000225710	882	PDE4DIPP8	unprocessed_pseudogene	chr1
ENSG00000219481	5932	NBPF1	protein_coding	chr1
ENSG00000271732	339	AL137798.1	lncRNA	chr1
ENSG00000215908	2773	CROCCP2	transcribed_unprocessed_pseudogene	chr1
ENSG00000283773	166	AL137798.3	transcribed_unprocessed_pseudogene	chr1
ENSG00000186301	2291	MST1P2	unprocessed_pseudogene	chr1
ENSG00000282143	817	AL137798.2	lncRNA	chr1
ENSG00000207513	164	RNU1-3	snRNA	chr1
ENSG00000280114	1351	AL021920.2	unprocessed_pseudogene	chr1
ENSG00000236698	435	EIF1AXP1	processed_pseudogene	chr1
ENSG00000268869	3693	ESPNP	transcribed_unprocessed_pseudogene	chr1
ENSG00000279151	406	AL021920.1	lncRNA	chr1
ENSG00000282740	819	AL021920.3	lncRNA	chr1
ENSG00000058453	6660	CROCC	protein_coding	chr1
ENSG00000227684	573	CROCCP4	transcribed_unprocessed_pseudogene	chr1
ENSG00000207389	164	RNU1-4	snRNA	chr1
ENSG00000186715	3995	MST1L	transcribed_unprocessed_pseudogene	chr1
ENSG00000223643	735	BX284668.1	lncRNA	chr1
ENSG00000230239	882	PDE4DIPP9	unprocessed_pseudogene	chr1
ENSG00000263811	73	MIR3675	miRNA	chr1
ENSG00000228549	2520	BX284668.2	lncRNA	chr1
ENSG00000277234	144	RNU1-5P	snRNA	chr1
ENSG00000238142	1512	BX284668.4	lncRNA	chr1
ENSG00000235241	508	BX284668.3	processed_pseudogene	chr1
ENSG00000207005	164	RNU1-2	snRNA	chr1
ENSG00000272426	438	BX284668.5	lncRNA	chr1
ENSG00000117122	2371	MFAP2	protein_coding	chr1
ENSG00000286898	385	AL049569.2	lncRNA	chr1
ENSG00000226526	636	AL049569.1	lncRNA	chr1
ENSG00000159363	3996	ATP13A2	protein_coding	chr1
ENSG00000288636	312	AL049569.3	protein_coding	chr1
ENSG00000117118	1015	SDHB	protein_coding	chr1
ENSG00000117115	4361	PADI2	protein_coding	chr1
ENSG00000204362	4676	LINC02783	lncRNA	chr1
ENSG00000282843	1228	AL590644.1	lncRNA	chr1
ENSG00000142623	3846	PADI1	protein_coding	chr1
ENSG00000142619	3189	PADI3	protein_coding	chr1
ENSG00000266634	87	MIR3972	miRNA	chr1
ENSG00000159339	2267	PADI4	protein_coding	chr1
ENSG00000276747	2396	PADI6	protein_coding	chr1
ENSG00000179051	4040	RCC2	protein_coding	chr1
ENSG00000227751	311	RCC2-AS1	lncRNA	chr1
ENSG00000074964	4625	ARHGEF10L	protein_coding	chr1
ENSG00000236648	1025	LINC02810	lncRNA	chr1
ENSG00000117148	1841	ACTL8	protein_coding	chr1
ENSG00000284653	2013	AL357509.1	lncRNA	chr1
ENSG00000261781	2471	LINC01654	lncRNA	chr1
ENSG00000117154	1892	IGSF21	protein_coding	chr1
ENSG00000280222	6473	AL365209.1	TEC	chr1
ENSG00000230035	430	IGSF21-AS1	lncRNA	chr1
ENSG00000225387	491	AL591896.1	lncRNA	chr1
ENSG00000179023	5045	KLHDC7A	protein_coding	chr1
ENSG00000235282	266	DYNLL1P3	processed_pseudogene	chr1
ENSG00000225478	223	AL031737.1	processed_pseudogene	chr1
ENSG00000009709	6213	PAX7	protein_coding	chr1
ENSG00000179002	2542	TAS1R2	protein_coding	chr1
ENSG00000159423	3139	ALDH4A1	protein_coding	chr1
ENSG00000265606	74	MIR4695	miRNA	chr1
ENSG00000221662	78	MIR1290	miRNA	chr1
ENSG00000169991	6179	IFFO2	protein_coding	chr1
ENSG00000272084	3402	AL137127.1	lncRNA	chr1
ENSG00000127481	15892	UBR4	protein_coding	chr1
ENSG00000230424	507	EMC1-AS1	lncRNA	chr1
ENSG00000127463	6640	EMC1	protein_coding	chr1
ENSG00000053372	2049	MRTO4	protein_coding	chr1
ENSG00000286064	339	AL035413.2	unprocessed_pseudogene	chr1
ENSG00000211454	1984	AKR7L	polymorphic_pseudogene	chr1
ENSG00000162482	1215	AKR7A3	protein_coding	chr1
ENSG00000270728	525	AL035413.1	processed_pseudogene	chr1
ENSG00000053371	1360	AKR7A2	protein_coding	chr1
ENSG00000200403	107	RNU6-1099P	snRNA	chr1
ENSG00000040487	2175	SLC66A1	protein_coding	chr1
ENSG00000077549	6180	CAPZB	protein_coding	chr1
ENSG00000240490	288	RN7SL277P	misc_RNA	chr1
ENSG00000173436	3723	MICOS10	protein_coding	chr1
ENSG00000201609	141	RNU4-28P	snRNA	chr1
ENSG00000235185	207	AL031727.2	lncRNA	chr1
ENSG00000158747	2160	NBL1	protein_coding	chr1
ENSG00000270136	999	MICOS10-NBL1	protein_coding	chr1
ENSG00000226396	455	AL031727.1	processed_pseudogene	chr1
ENSG00000158748	3800	HTR6	protein_coding	chr1
ENSG00000162542	2946	TMCO4	protein_coding	chr1
ENSG00000178828	1255	RNF186	protein_coding	chr1
ENSG00000235434	447	AL391883.1	lncRNA	chr1
ENSG00000169914	6515	OTUD3	protein_coding	chr1
ENSG00000188784	785	PLA2G2E	protein_coding	chr1
ENSG00000242688	301	RN7SL304P	misc_RNA	chr1
ENSG00000188257	1306	PLA2G2A	protein_coding	chr1
ENSG00000127472	1918	PLA2G5	protein_coding	chr1
ENSG00000117215	2651	PLA2G2D	protein_coding	chr1
ENSG00000158786	4129	PLA2G2F	protein_coding	chr1
ENSG00000227066	2493	Z98257.1	lncRNA	chr1
ENSG00000187980	3249	PLA2G2C	protein_coding	chr1
ENSG00000162543	5562	UBXN10	protein_coding	chr1
ENSG00000228105	621	LINC01757	lncRNA	chr1
ENSG00000284710	1548	Z98257.2	lncRNA	chr1
ENSG00000158816	4475	VWA5B1	protein_coding	chr1
ENSG00000226664	229	AL020998.1	lncRNA	chr1
ENSG00000236963	2993	LINC01141	lncRNA	chr1
ENSG00000226487	376	AL139254.1	lncRNA	chr1
ENSG00000284641	1156	AL139254.2	lncRNA	chr1
ENSG00000284743	674	AL139254.3	lncRNA	chr1
ENSG00000162545	2326	CAMK2N1	protein_coding	chr1
ENSG00000090432	2428	MUL1	protein_coding	chr1
ENSG00000215520	763	RPS4XP4	processed_pseudogene	chr1
ENSG00000183114	2448	FAM43B	protein_coding	chr1
ENSG00000158825	809	CDA	protein_coding	chr1
ENSG00000158828	3821	PINK1	protein_coding	chr1
ENSG00000284005	110	MIR6084	miRNA	chr1
ENSG00000117242	4443	PINK1-AS	lncRNA	chr1
ENSG00000244038	2126	DDOST	protein_coding	chr1
ENSG00000117245	3969	KIF17	protein_coding	chr1
ENSG00000235432	479	AL663074.2	unprocessed_pseudogene	chr1
ENSG00000189410	3898	SH2D5	protein_coding	chr1
ENSG00000233069	299	AL663074.1	lncRNA	chr1
ENSG00000127483	6406	HP1BP3	protein_coding	chr1
ENSG00000075151	6196	EIF4G3	protein_coding	chr1
ENSG00000251914	62	RNU7-200P	snRNA	chr1
ENSG00000221808	119	MIR1256	miRNA	chr1
ENSG00000233072	385	RPS15AP6	processed_pseudogene	chr1
ENSG00000236073	115	AL627311.1	processed_pseudogene	chr1
ENSG00000235112	296	HSPE1P27	processed_pseudogene	chr1
ENSG00000287192	1111	AL031005.2	lncRNA	chr1
ENSG00000117298	5099	ECE1	protein_coding	chr1
ENSG00000236936	723	AL031005.1	lncRNA	chr1
ENSG00000231105	2479	ECE1-AS1	lncRNA	chr1
ENSG00000236216	376	PPP1R11P1	processed_pseudogene	chr1
ENSG00000228823	649	PDE4DIPP10	unprocessed_pseudogene	chr1
ENSG00000236009	607	AL592309.1	lncRNA	chr1
ENSG00000227001	661	NBPF2P	unprocessed_pseudogene	chr1
ENSG00000187952	1234	HS6ST1P1	processed_pseudogene	chr1
ENSG00000186543	830	CROCCP5	unprocessed_pseudogene	chr1
ENSG00000142794	4401	NBPF3	protein_coding	chr1
ENSG00000176378	327	PFN1P10	processed_pseudogene	chr1
ENSG00000162551	2536	ALPL	protein_coding	chr1
ENSG00000233431	821	LINC02596	lncRNA	chr1
ENSG00000076864	4294	RAP1GAP	protein_coding	chr1
ENSG00000090686	4419	USP48	protein_coding	chr1
ENSG00000231978	307	AL590103.1	processed_pseudogene	chr1
ENSG00000187942	4016	LDLRAD2	protein_coding	chr1
ENSG00000142798	14341	HSPG2	protein_coding	chr1
ENSG00000232037	483	AL590556.1	processed_pseudogene	chr1
ENSG00000283234	1162	AL590556.2	transcribed_unitary_pseudogene	chr1
ENSG00000219073	996	CELA3B	protein_coding	chr1
ENSG00000285959	1469	AL590556.3	lncRNA	chr1
ENSG00000273610	297	RN7SL386P	misc_RNA	chr1
ENSG00000201919	104	RNU6-1022P	snRNA	chr1
ENSG00000142789	906	CELA3A	protein_coding	chr1
ENSG00000278124	297	RN7SL186P	misc_RNA	chr1
ENSG00000201273	104	RNU6-776P	snRNA	chr1
ENSG00000228397	1470	LINC01635	lncRNA	chr1
ENSG00000218510	1518	LINC00339	lncRNA	chr1
ENSG00000070831	10598	CDC42	protein_coding	chr1
ENSG00000285752	2574	CDC42-AS1	lncRNA	chr1
ENSG00000285794	222	AL031281.1	transcribed_processed_pseudogene	chr1
ENSG00000230068	692	CDC42-IT1	lncRNA	chr1
ENSG00000271428	488	MPHOSPH6P1	processed_pseudogene	chr1
ENSG00000162552	3968	WNT4	protein_coding	chr1
ENSG00000285873	811	AL445253.1	lncRNA	chr1
ENSG00000266564	62	MIR4418	miRNA	chr1
ENSG00000234397	492	PPIAP34	processed_pseudogene	chr1
ENSG00000279625	1853	AL591122.1	TEC	chr1
ENSG00000184677	8992	ZBTB40	protein_coding	chr1
ENSG00000237200	273	ZBTB40-IT1	lncRNA	chr1
ENSG00000070886	5019	EPHA8	protein_coding	chr1
ENSG00000276835	109	MIR6127	miRNA	chr1
ENSG00000173372	1091	C1QA	protein_coding	chr1
ENSG00000159189	1183	C1QC	protein_coding	chr1
ENSG00000173369	1098	C1QB	protein_coding	chr1
ENSG00000133216	11035	EPHB2	protein_coding	chr1
ENSG00000265422	82	MIR4684	miRNA	chr1
ENSG00000225952	480	AL512444.1	lncRNA	chr1
ENSG00000264014	68	MIR4253	miRNA	chr1
ENSG00000215906	1641	LACTBL1	protein_coding	chr1
ENSG00000227868	512	TEX46	protein_coding	chr1
ENSG00000004487	3085	KDM1A	protein_coding	chr1
ENSG00000240553	666	AL031428.1	lncRNA	chr1
ENSG00000263793	68	MIR3115	miRNA	chr1
ENSG00000266802	77	AL031428.2	miRNA	chr1
ENSG00000169641	8898	LUZP1	protein_coding	chr1
ENSG00000229010	818	AL161672.1	processed_pseudogene	chr1
ENSG00000206935	107	RNU6-514P	snRNA	chr1
ENSG00000252578	101	RNU6-135P	snRNA	chr1
ENSG00000179546	2835	HTR1D	protein_coding	chr1
ENSG00000215381	460	AL109936.1	processed_pseudogene	chr1
ENSG00000261326	5444	LINC01355	lncRNA	chr1
ENSG00000284726	604	AL109936.6	lncRNA	chr1
ENSG00000125944	7751	HNRNPR	protein_coding	chr1
ENSG00000125945	4465	ZNF436	protein_coding	chr1
ENSG00000249087	2547	ZNF436-AS1	lncRNA	chr1
ENSG00000201405	93	Y_RNA	misc_RNA	chr1
ENSG00000271420	650	AL109936.2	lncRNA	chr1
ENSG00000204219	1719	TCEA3	protein_coding	chr1
ENSG00000232482	426	AL357134.1	processed_pseudogene	chr1
ENSG00000088280	4051	ASAP3	protein_coding	chr1
ENSG00000007968	5196	E2F2	protein_coding	chr1
ENSG00000235052	456	AL021154.1	lncRNA	chr1
ENSG00000117318	950	ID3	protein_coding	chr1
ENSG00000285802	1322	AL450043.1	lncRNA	chr1
ENSG00000197880	1781	MDS2	lncRNA	chr1
ENSG00000229239	1186	AL451000.1	unprocessed_pseudogene	chr1
ENSG00000142676	1600	RPL11	protein_coding	chr1
ENSG00000236810	1502	ELOA-AS1	lncRNA	chr1
ENSG00000011007	5154	ELOA	protein_coding	chr1
ENSG00000057757	1590	PITHD1	protein_coding	chr1
ENSG00000011009	1635	LYPLA2	protein_coding	chr1
ENSG00000117308	2073	GALE	protein_coding	chr1
ENSG00000117305	2151	HMGCL	protein_coding	chr1
ENSG00000179163	2043	FUCA1	protein_coding	chr1
ENSG00000188822	5265	CNR2	protein_coding	chr1
ENSG00000229106	1267	BTBD6P1	processed_pseudogene	chr1
ENSG00000232557	210	AL590609.2	lncRNA	chr1
ENSG00000264926	78	MIR378F	miRNA	chr1
ENSG00000230228	368	H3P1	processed_pseudogene	chr1
ENSG00000189266	2428	PNRC2	protein_coding	chr1
ENSG00000188529	7656	SRSF10	protein_coding	chr1
ENSG00000215905	328	AL590609.1	processed_pseudogene	chr1
ENSG00000225315	454	AL591178.1	lncRNA	chr1
ENSG00000142661	5760	MYOM3	protein_coding	chr1
ENSG00000230703	461	MYOM3-AS1	lncRNA	chr1
ENSG00000142677	2817	IL22RA1	protein_coding	chr1
ENSG00000185436	4566	IFNLR1	protein_coding	chr1
ENSG00000230023	1849	LINC02800	lncRNA	chr1
ENSG00000232298	856	GRHL3-AS1	lncRNA	chr1
ENSG00000158055	2834	GRHL3	protein_coding	chr1
ENSG00000001460	6016	STPG1	protein_coding	chr1
ENSG00000001461	5481	NIPAL3	protein_coding	chr1
ENSG00000286061	559	RCAN3AS	lncRNA	chr1
ENSG00000117602	6863	RCAN3	protein_coding	chr1
ENSG00000264443	1445	NCMAP-DT	lncRNA	chr1
ENSG00000184454	4063	NCMAP	protein_coding	chr1
ENSG00000227312	348	AL445686.1	processed_pseudogene	chr1
ENSG00000239106	103	Y_RNA	misc_RNA	chr1
ENSG00000133226	3735	SRRM1	protein_coding	chr1
ENSG00000284699	886	AL445648.1	lncRNA	chr1
ENSG00000169504	4253	CLIC4	protein_coding	chr1
ENSG00000238482	107	RNU6-1208P	snRNA	chr1
ENSG00000020633	4340	RUNX3	protein_coding	chr1
ENSG00000278034	72	MIR6731	miRNA	chr1
ENSG00000229162	820	RUNX3-AS1	lncRNA	chr1
ENSG00000261025	2443	AL445471.1	lncRNA	chr1
ENSG00000264371	84	MIR4425	miRNA	chr1
ENSG00000285823	1108	LINC02793	lncRNA	chr1
ENSG00000233755	614	AL050344.1	lncRNA	chr1
ENSG00000233419	402	IFITM3P7	processed_pseudogene	chr1
ENSG00000231953	988	AL031432.1	lncRNA	chr1
ENSG00000117614	1962	SYF2	protein_coding	chr1
ENSG00000284602	2190	AL031432.4	lncRNA	chr1
ENSG00000284657	760	AL031432.5	lncRNA	chr1
ENSG00000117616	3034	RSRP1	protein_coding	chr1
ENSG00000272432	485	AL031432.3	lncRNA	chr1
ENSG00000261349	459	AL031432.2	unprocessed_pseudogene	chr1
ENSG00000187010	3007	RHD	protein_coding	chr1
ENSG00000224183	480	SDHDP6	processed_pseudogene	chr1
ENSG00000259984	459	AL928711.1	unprocessed_pseudogene	chr1
ENSG00000183726	2266	TMEM50A	protein_coding	chr1
ENSG00000188672	1810	RHCE	protein_coding	chr1
ENSG00000238084	478	AL031284.1	processed_pseudogene	chr1
ENSG00000204178	3940	MACO1	protein_coding	chr1
ENSG00000157978	4670	LDLRAP1	protein_coding	chr1
ENSG00000225643	483	AL606491.1	lncRNA	chr1
ENSG00000117643	4647	MAN1C1	protein_coding	chr1
ENSG00000233478	2224	AL031280.1	lncRNA	chr1
ENSG00000162430	4314	SELENON	protein_coding	chr1
ENSG00000255054	568	AL020996.2	protein_coding	chr1
ENSG00000228172	2307	AL020996.1	lncRNA	chr1
ENSG00000117640	3262	MTFR1L	protein_coding	chr1
ENSG00000272478	222	AL020996.3	lncRNA	chr1
ENSG00000127423	2161	AUNIP	protein_coding	chr1
ENSG00000236528	849	AL033528.2	lncRNA	chr1
ENSG00000182749	3023	PAQR7	protein_coding	chr1
ENSG00000207302	110	Y_RNA	misc_RNA	chr1
ENSG00000117632	2947	STMN1	protein_coding	chr1
ENSG00000229786	251	SNRPFP2	processed_pseudogene	chr1
ENSG00000223624	140	AL033528.1	processed_pseudogene	chr1
ENSG00000283938	93	MIR3917	miRNA	chr1
ENSG00000158006	3487	PAFAH2	protein_coding	chr1
ENSG00000207237	104	RNU6-110P	snRNA	chr1
ENSG00000252190	125	AL592064.1	scaRNA	chr1
ENSG00000252691	84	AL592064.2	scaRNA	chr1
ENSG00000158008	4020	EXTL1	protein_coding	chr1
ENSG00000158014	3249	SLC30A2	protein_coding	chr1
ENSG00000284309	941	AL391650.2	lncRNA	chr1
ENSG00000158022	1770	TRIM63	protein_coding	chr1
ENSG00000175087	4279	PDIK1L	protein_coding	chr1
ENSG00000197245	2799	FAM110D	protein_coding	chr1
ENSG00000282872	1085	C1orf232	protein_coding	chr1
ENSG00000236782	1468	AL391650.1	protein_coding	chr1
ENSG00000142684	698	ZNF593	protein_coding	chr1
ENSG00000142675	2673	CNKSR1	protein_coding	chr1
ENSG00000188782	1867	CATSPER4	protein_coding	chr1
ENSG00000236155	2108	ZPLD2P	transcribed_unprocessed_pseudogene	chr1
ENSG00000278572	899	AL355877.2	unprocessed_pseudogene	chr1
ENSG00000130695	3935	CEP85	protein_coding	chr1
ENSG00000270733	358	AL355877.1	processed_pseudogene	chr1
ENSG00000142669	768	SH3BGRL3	protein_coding	chr1
ENSG00000158062	2646	UBXN11	protein_coding	chr1
ENSG00000169442	581	CD52	protein_coding	chr1
ENSG00000176092	6259	CRYBG2	protein_coding	chr1
ENSG00000225854	346	AL451139.1	processed_pseudogene	chr1
ENSG00000176083	1712	ZNF683	protein_coding	chr1
ENSG00000131914	3975	LIN28A	protein_coding	chr1
ENSG00000117682	3338	DHDDS	protein_coding	chr1
ENSG00000223583	535	AL513365.1	processed_pseudogene	chr1
ENSG00000225891	1140	DHDDS-AS1	lncRNA	chr1
ENSG00000198830	1940	HMGN2	protein_coding	chr1
ENSG00000224129	897	DPPA2P2	processed_pseudogene	chr1
ENSG00000117676	3202	RPS6KA1	protein_coding	chr1
ENSG00000238705	52	MIR1976	miRNA	chr1
ENSG00000243905	304	RN7SL679P	misc_RNA	chr1
ENSG00000252802	102	Y_RNA	misc_RNA	chr1
ENSG00000252429	64	RNU7-29P	snRNA	chr1
ENSG00000229247	238	AL627313.1	processed_pseudogene	chr1
ENSG00000238316	104	AL627082.2	snoRNA	chr1
ENSG00000235069	235	AL627082.1	processed_pseudogene	chr1
ENSG00000260063	2000	AL512408.1	lncRNA	chr1
ENSG00000117713	8595	ARID1A	protein_coding	chr1
ENSG00000060642	4972	PIGV	protein_coding	chr1
ENSG00000241188	291	RN7SL165P	misc_RNA	chr1
ENSG00000287810	177	AL034380.2	unprocessed_pseudogene	chr1
ENSG00000204160	5045	ZDHHC18	protein_coding	chr1
ENSG00000175793	1308	SFN	protein_coding	chr1
ENSG00000142751	4665	GPN2	protein_coding	chr1
ENSG00000226698	306	AL034380.1	lncRNA	chr1
ENSG00000198746	2125	GPATCH3	protein_coding	chr1
ENSG00000090273	1792	NUDC	protein_coding	chr1
ENSG00000131910	1165	NR0B2	protein_coding	chr1
ENSG00000175707	1855	KDF1	protein_coding	chr1
ENSG00000172746	497	RPL12P13	unprocessed_pseudogene	chr1
ENSG00000224064	397	RPL32P6	processed_pseudogene	chr1
ENSG00000225294	444	OSTCP2	processed_pseudogene	chr1
ENSG00000253368	1961	TRNP1	protein_coding	chr1
ENSG00000158246	2382	TENT5B	protein_coding	chr1
ENSG00000090020	4737	SLC9A1	protein_coding	chr1
ENSG00000229985	527	AL590640.2	processed_pseudogene	chr1
ENSG00000214973	640	CHCHD3P3	processed_pseudogene	chr1
ENSG00000225159	867	NPM1P39	processed_pseudogene	chr1
ENSG00000225990	220	SNRPEP7	processed_pseudogene	chr1
ENSG00000224311	379	AL590640.1	lncRNA	chr1
ENSG00000142784	5149	WDTC1	protein_coding	chr1
ENSG00000252098	104	Y_RNA	misc_RNA	chr1
ENSG00000243659	282	FO393419.3	processed_pseudogene	chr1
ENSG00000186501	2861	TMEM222	protein_coding	chr1
ENSG00000206888	107	RNU6-48P	snRNA	chr1
ENSG00000241547	468	ACTG1P20	processed_pseudogene	chr1
ENSG00000142765	2681	SYTL1	protein_coding	chr1
ENSG00000142733	4438	MAP3K6	protein_coding	chr1
ENSG00000142748	1032	FCN3	protein_coding	chr1
ENSG00000174950	1457	CD164L2	protein_coding	chr1
ENSG00000231207	355	FO393419.1	processed_pseudogene	chr1
ENSG00000181773	2137	GPR3	protein_coding	chr1
ENSG00000158195	5681	WASF2	protein_coding	chr1
ENSG00000241169	428	FO393419.2	lncRNA	chr1
ENSG00000237429	283	BX293535.1	lncRNA	chr1
ENSG00000126705	6438	AHDC1	protein_coding	chr1
ENSG00000000938	2637	FGR	protein_coding	chr1
ENSG00000235912	192	AL031729.1	processed_pseudogene	chr1
ENSG00000233975	1663	LINC02574	lncRNA	chr1
ENSG00000126709	911	IFI6	protein_coding	chr1
ENSG00000225886	658	AL445490.1	lncRNA	chr1
ENSG00000206767	107	RNU6-949P	snRNA	chr1
ENSG00000226662	662	CHMP1AP1	processed_pseudogene	chr1
ENSG00000207095	105	RNU6-424P	snRNA	chr1
ENSG00000287244	935	AL020997.5	lncRNA	chr1
ENSG00000009780	3579	FAM76A	protein_coding	chr1
ENSG00000231344	349	AL020997.1	processed_pseudogene	chr1
ENSG00000230833	676	RPEP3	processed_pseudogene	chr1
ENSG00000117758	3034	STX12	protein_coding	chr1
ENSG00000269971	184	AL020997.2	lncRNA	chr1
ENSG00000270031	359	AL020997.3	lncRNA	chr1
ENSG00000223062	106	RNU6-1245P	snRNA	chr1
ENSG00000286433	1471	AL020997.4	lncRNA	chr1
ENSG00000117751	2651	PPP1R8	protein_coding	chr1
ENSG00000252947	166	SCARNA1	scaRNA	chr1
ENSG00000130775	2861	THEMIS2	protein_coding	chr1
ENSG00000117748	1584	RPA2	protein_coding	chr1
ENSG00000130768	1913	SMPDL3B	protein_coding	chr1
ENSG00000227050	491	AL512288.1	lncRNA	chr1
ENSG00000158156	4991	XKR8	protein_coding	chr1
ENSG00000158161	5999	EYA3	protein_coding	chr1
ENSG00000238231	367	AL512288.2	processed_pseudogene	chr1
ENSG00000240750	297	RN7SL559P	misc_RNA	chr1
ENSG00000228589	681	SPCS2P4	processed_pseudogene	chr1
ENSG00000228943	235	AL137792.2	processed_pseudogene	chr1
